GUID,Material Name,Categories,Descriptive Properties - Physical Properties,Descriptive Properties - Density,Descriptive Properties - Chemical Properties,Descriptive Properties - Mechanical Properties,Descriptive Properties - Modulus of Elasticity,Descriptive Properties - Poissons Ratio,Descriptive Properties - Shear Modulus,Descriptive Properties - Electrical Properties,Descriptive Properties - Volume Resistivity,Descriptive Properties - Dielectric Constant,Descriptive Properties - Dielectric Loss Index,Descriptive Properties - Thermal Properties,"Descriptive Properties - CTE, linear",Descriptive Properties - Thermal Conductivity,"Descriptive Properties - Transformation Temperature, Tg",Descriptive Properties - Softening Point,Descriptive Properties - Working Point,Descriptive Properties - Annealing Point,Descriptive Properties - Optical Properties,Descriptive Properties - Refractive Index,Descriptive Properties - UV Transmittance,Descriptive Properties - Hydrolytic Resistance,Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1),Descriptive Properties - tk100(°C),"Descriptive Properties - Maximum Service Temperature, Air",Descriptive Properties - CaO+MgO,Descriptive Properties - SiO2,Descriptive Properties - Classification Temperature (°C)
b3d40482352d43e3a5d74237312b46df,H.C. Starck Grade A 01 Boron Nitride,Ceramic;Nitride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eebe9d1c760e47a1819c754d35d306bc,Goodfellow Hot Pressed Boron Carbide B 4 C,Ceramic;Carbide,Metric,2.45-2.52g/cc,<= 3.0 %,3200,440-470GPa,1400-3400MPa,Metric,0.10-10ohm-cm,Metric,5.60-°C@Temperature 20.0 - 1000 °C,0.950J/g-°C@Temperature 20.0 °C,30.0-90.0W/m-K@Temperature 25.0 °C,2450°C,<=800°C,Fair,Good,Good,,,,,,,,,,,
9115b0d473c842b191fe2c9252018828,Potters Industries A-Series P-0140 Soda-Lime Silica Technical Quality Solid Glass Spheres,Ceramic;Glass,Metric,2.50g/cc,,,,96.5-248MPa,,,,,,,,,,,,³,250-350µm,45-60Mesh,515@Load 0.221 lb,5.0 - 6.0,0.90 - 1.0,English,1.51 - 1.52,spherical,,
9958067bf5274cbb99620348e15e05fe,Potters Industries A-Series P-0060 Soda-Lime Silica Technical Quality Solid Glass Spheres,Ceramic;Glass,Metric,2.50g/cc,,,,96.5-248MPa,,,,,,,,,,,,³,100-150µm,100-140Mesh,515@Load 0.221 lb,5.0 - 6.0,0.90 - 1.0,English,1.51 - 1.52,spherical,,
9e81bb8b10bd4e06991cb27c33418ccd,Morgan Advanced Ceramics Kao-Lok® Hardware for Blanket Wallpaper Systems Inconel 601 Washers and Studs,Ceramic;Oxide;Metal;Ferrous Metal;Stainless Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76cccf8a0e564c438fea4cb77aa16f52,Goodfellow Multi Wall Carbon Nanotube Powder (MWCNT),Carbon,Metric,,,,,,Metric,0.00010ohm-cm,,,,,,,,,,,,,,,,,,,English,90 %
3747dae3c72a492d86b7c9f4325cb6bc,Morgan Advanced Ceramics Mortars K-Bond Wet Thermal Ceramic,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,English,
735b9e97ba88481d809b902ca7eba8ec,Potters Industries Q-CEL® 7040S Hollow Microspheres,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1f3c7e4d0ea4f918b7d931dcaa038ed,Morgan Advanced Ceramics Sintox ™ FF Mac-A950R-5 Technical Ceramic,Ceramic,Metric,3.70g/cc,0.00 %,,,2000MPa,Metric,<=1.00e+8ohm-cm@Temperature 300 °C,Metric,7.50-°C@Temperature 0.000 - 800 °C,,5.10W/m-K@Temperature 1200 °C,,,,,,,,,,,,,,,,
fb778ac035794bbcbae298512ca5e156,Mid-Mountain Materials THERMOSEAL® 2000 High Temperature Cement,Ceramic,Metric,1.29g/cc,,,,,,,Metric,,,,,1090°C,,,,,,,,,,,,,,
477562cb14ad4e3bb7b5208b9cb0e9d0,Chosun Refractories BATN-3 Gas Purging Refractory,Ceramic;Oxide;Aluminum Oxide,Metric,2.75-2.85g/cc,21 - 25 %,Metric,5.00-°C@Temperature 1000 °C,Metric,88 - 93 %,"Porous Nozzle, Sharp and homogeneous pore size distribution",,,,,,,,,,,,,,,,,,,,
a65ac126c9a746cc8addc29bff3f4e15,AISI 12L13 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0dacb755dbb4c31b5bb67b723f526cb,Mateck GaP,Other Engineering Material;Semiconductor,,,,,,,,,1E17-3E18,1000000,,,,,,,,,,,,,,,,,,
59f557f675954db397eefe875cedf417,Calcium Samarium Sulfide,Ceramic;Sulfide/Chalcogenide,Metric,,,Metric,14.7-°C@Temperature 20.0 °C,,,,,,5.12g/cc,650 - 750,1800-1860°C,1830°C,Cubic,,,,,,,,,,,,,
1877401ec2b1483bb0a5feb3f016ea,H.C. Starck Amperit® 415.2 CoNiCrAlY (MCrAlY),Metal;Nonferrous Metal;Cobalt Alloy;Nickel Alloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44c8e0ce8c9c4775b96874d7f76013ac,Silberline Aquavex™ 7005-207S,Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,1.5 %,10µm,20,Non-leafing,,,,,,,,,
06def57e37154d1382c5ed548f5b64be,Poco Graphite Premium Graphite Industrial Graphite Grade AXF-5QC,Carbon;Graphite,Metric,,,Metric,8.70-°C,,,,,,3.12g/cc,,,,,,<=5.0µm,,,,English,0.000250ohm-cm,,,,,,
e01c9bf4ef694c7eaec3cbbc02ac1fc2,Morgan Advanced Ceramics Higun MS2 Thermal Ceramic,Ceramic;Oxide,Metric,2.28g/cc,,Metric,,Metric,49 %,,,,,,,,,,,,,,,,,<=6000µm,<=6000µm,0.30 %@Treatment Temp.,0.50 %,46 %
6bf2776a3f37476eb6c,Orthoclase (Feldspar KAlSi 3 O 8 ),Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,Metric,,,Metric,2.80-°C@Temperature 20.0 - 200 °C,,,,,,2.57g/cc,,,,,,,,,,,,,,,,,
a1cf299b146742bd9e1baa24a0c94c55,Mo-Sci Corporation GL 0811 13-93 Bioactive Glass,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349fd5a9256f466ab0ba2b97085e06a3,AISI 1020 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e28d8256ead4185ba2d103ec522960a,Tellurium,Metal;Nonferrous Metal;Other Engineering Material;Semiconductor;Pure Element,Metric,6.23g/cc,4.45Å,Metric,127.60,52,4.7barns/atom,0.38972Å,2.1,0.560Å,0.99g/A/h,Metric,25,11.0MPa,40.0GPa,0.33,15.16GPa,Metric,0.000150ohm-cm,-0.0000395,2.40-5.10K@Pressure 3800 - 5500 MPa,0.33eV,1700,1200,1200,,9.33-°F@Temperature 68.0 -,
c76fc43b7c3f4f14961796243e9ed34a,Strontium Praseodymium Sulfide,Ceramic;Sulfide/Chalcogenide,Metric,5.05g/cc,,,,,,,,,,Metric,,,,,,Metric,,,,2.64eV,,,,,8.67-°F@Temperature,
1a72653346c6458eacb0aa7f529127f8,Quartzite,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07d293515ac34f9d86d5702872eb9b08,Ohara S-LAH99 Optical Glass,Ceramic;Glass;Optical,Metric,,,Metric,,,,,,,,Metric,,,131.3GPa,0.307,,,,,,,,,,,4.17-°F@Temperature -22.0 -,
7134627976644e6db8fac5d33476ef98,Möller Medical PolySkin 102 M NanoCoating,Ceramic;Glass;Glass Ceramic;Other Engineering Material;Ceramic/Metallic Coating,Metric,,,,,,,,,,,Metric,,,,,,,,,,,,,,,,
a5defc160ae84186b79359e2a0d02e,H.C. Starck Amperit® 599.074 Agglomerated Sintered Molybdenum Carbide (Cr2O3),Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18e2b02e7d3a4016b0a69f3ed4582029,Crystex Composites Mycalex Insulators® MM 35XC50-90 Stand Off Insulator,Ceramic;Glass;Glass Ceramic,,,,,,,,,,,,Metric,,,,,,Metric,,,,,,,,,,
ded65a5e6f7c4fc691355ff395ff5bdd,AISI 1045 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c16050c9ad9c478d95663d2c2363e248,Sinotek Materials W78-C Amorphous Graphite Grain,Carbon;Graphite,Metric,,,,,,,,,,,,,,,,,,,,,,,,,,,
f359ee4dec89432da1d8c0f2596fafb6,Morgan Advanced Ceramics Hicast 90 Thermal Ceramic,Ceramic;Oxide,Metric,2.851-3.027g/cc@Temperature 816 °C,0.60 %@Pressure 0.172 MPa,"69.0-97.0MPa@Temperature 104 °C,Time 86400 sec",5.0 - 8.0@Temperature 816 °C,Metric,1.72W/m-K@Temperature 815 °C,<=1671°C,"0.00 - 0.20 %@Treatment Temp. 104 °C,Time 86400 sec",Metric,4.0 - 4.5 %,6.00Month,Metric,92 %,0.10 %,0.40 %,6.2 %,83,,,,,,,,,,
5e45a6d7ca8241dd950001800d84b092,KaMin Omnifil® Kaolin Clay - Filler,Ceramic;Clay;Kaolin Clay,Metric,,,,,,,,,,,,,,,,,,67 - 70 %,79 - 84 %,325Mesh,450cP@Temperature 25.0 °C,1332-58-7,"Wrens, GA",,,,
f8e3e04232ec4b8ca824789c1d8d69e5,Morgan Advanced Ceramics Kaogun® 28 Thermal Ceramic,Ceramic;Oxide,Metric,1.875-2.034g/cc@Temperature 816 °C,,"9.00-17.2MPa@Temperature 816 °C,Time 18000 sec",,Metric,0.760W/m-K@Temperature 260 °C,<=1538°C,"-0.500 - 0.30 %@Treatment Temp. 1538 °C,Time 18000 sec",Metric,,14.0Month,Metric,49 %,0.90 %,,42 %,55,,,,,,,0.40 %,,,
5d7aa18667c34b478b718d81c5fbb,H.C. Starck Amperweld® 1701.39 K4 Chromium Carbide RIII,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
088938cbb8bf496999005211a9082287,Momentive Performance Materials AC6091 Boron Nitride (BN) Powder,Ceramic;Nitride;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,,,,,,,,,,,,,,,,,,,,,1.00g/cc,1.4m²/g,0.05%
d37f85a5dc784c5aa03e47a70b9e9ff6,Morgan Advanced Ceramics Kaolite® 1800 Thermal Ceramic,Ceramic;Oxide,Metric,0.368-0.496g/cc@Temperature 816 °C,,"0.340-0.620MPa@Temperature 982 °C,Time 18000 sec",,Metric,0.110W/m-K@Temperature 260 °C,<=982°C,"0.00 - 0.30 %@Treatment Temp. 104 °C,Time 86400 sec",Metric,170 - 185 %,12.0Month,Metric,30 %,9.2 %,,29 %,12,,,,,,,3.1 %,,,
20c11adc7c0444cb9b7088cdbccfa1b0,Schott SF57HT 847238.551,Ceramic;Glass;Optical,Metric,5.51g/cc,,,,Metric,0.620W/m-K,,,,,,,,,,,,,,,,,,,,,
f1d05e3b35cf462885c5be1e8808e74c,Ohara S-NBH 8 Optical Glass,Ceramic;Glass;Optical,Metric,,,,155,Metric,1.052W/m-K@Temperature 35.0 °C,,,,,,,,,,,,,,,,,,,,,
02eb2bc8cb2e4c64ae073758ee581ce0,Potters Industries P-0140 Solid Glass Spheres,Ceramic;Glass,Metric,2.50g/cc,,96.5-248MPa,,,,,,,,,,,,,,,,,45-60Mesh,,,,,,,
fb98474639a147af900b4ec63ad00379,Malvern Minerals Novacite® Daper Untreated Lamellar Quartz Filler/Extender,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,,,,Metric,,,,,,,Metric,0.102 %,0.039 %,,99.49 %,,,80 %,,,,,,0.8486g/cc,,
7719dcdee28440d2873ed4cdb75c5a3d,Schott N-BAK2 Glass,Ceramic;Glass,Metric,2.86g/cc,Metric,0.00,Metric,530,71.0GPa,0.233,29.0GPa,Metric,8.00-°C@Temperature -30.0 - 70.0 °C,0.690J/g-°C,0.920W/m-K,554°C,727°C,550°C,Metric,1.53996@Wavelength 587.6 nm,59.44,0.009043,"99.6 %@Thickness 10.0 mm,Wavelength 380 nm","75.8 %@Thickness 10.0 mm,Wavelength 2500 nm","4.0 %@Thickness 10.0 mm,Wavelength 280 nm",2,2.6,,,
cba3876820aa43b6872812d268963d82,Anderman Ceramics EREH97Y Hafnium Oxide,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e555d53946a4d02af98869260298a3b,Mateck Highly Oriented Pyrolytic Graphite,Carbon;Graphite,Metric,2.255-2.265g/cc,,,,,,,,Metric,20.0-°C,,80.0W/m-K,,,,,,,,,,,,,0.0000350-0.0000450ohm-cm,Parallel (002),
0fb4d50389894cbe9c1f1c86f807fd0a,Chosun Refractories 1400BLANKET Blanket,Ceramic,,,,,,,,,,Metric,,,,,,,,,,,,,,,,,,
06a77acc0e4b4a5789f29742dee7dcd6,Hornblende (Iron-Magnesium Silicate),Ceramic;Oxide;Silicon Oxide,Metric,3.00-3.40g/cc,,,Metric,,,,,,,,,,,,,,,,,,,,,,,
e39a7dcbac7e49b9b747bf11f8a7b710,H.C. Starck Amperit® 821.6 Zirconia-Yttria 80-20 (ZrO2-Y2O3),Ceramic;Oxide;Zirconium Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e34cab91d37b4146b82354caa7fea90b,Vibrantz Technologies IP 510 Thick Film Glass,Ceramic;Glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1d051c7b5c9488285c63dea60555f3b,Chosun Refractories CH-1 Hard Fireclay brick,Ceramic,Metric,,,,Metric,,,,,Metric,5.70-°C@Temperature 1000 °C,,,,,,,,,,,,,,,,,
b6c4c5626faa470aa8cfcf33b1222553,Selenium,Metal;Nonferrous Metal;Other Engineering Material;Semiconductor;Pure Element,Metric,3.91g/cc@Temperature 406 °C,Metric,,Metric,350,57.9GPa,,6.46GPa,Metric,17.89-°C@Temperature 20.0 °C,0.2926J/g-°C,1.31W/m-K,,,,Metric,2.50,,,,,,,,0.0000120ohm-cm,,
04c387dec7f74ea6965c39f400cd4d3d,Morgan Advanced Ceramics Firelite LW G Thermal Ceramic,Ceramic;Oxide,Metric,,,,Metric,,,,,Metric,,,0.290W/m-K@Temperature 200 °C,,,,,,,,,,,,,,,
db84b094917b459985b3ddb773dcb4db,Thermal Ceramics MRI 90V Pre-Fired Refractory Shapes,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,"Description:A family of high temperature resistant coatings which may be applied by busing, rolling, dipping, or spraying. Used on materials which require surface hardening to protect against flame erosion, molten metal corrosion and thermal spalling.APPLICATION:Mix well before using. Surfaces to be coated or treated should be cleaned and roughened prior to application for best adhesion. The mix and the substrate should be between 60ºF • 15ºC and 80ºF •27ºC for best results. Dry each coat, either in air or with an external heat source prior to applying additional coats if desired. Firing above 1600ºF • 879ºC will create ceramic bonding in the coating to increase it's strength in the P-series materials.USES:Cement or adhering ceramic fiber paper to substratesCoatings for furnaces, troughs, burners, moldsProtective coating for hose and cable coveringInduction furnace coil coatingMolten metal splash protectionPACKAGING:THERMOSEAL® THERMAL COATINGS are available in one gallon cans, (four cans per case) in five gallon plastic buckets, and in 55 gallon drums. Do NOT allow to freeze.Information provided by Mid-Mountain Materials.",English
0b3fff5d77ec42589a0200b303df30ac,H.C. Starck Amperit® 512.059 Agglomerated Sintered Tungsten Carbide - Cobalt (WC-Co) 88-12,Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,"The low weight of Poraver® in combination with high compressive strength and its excellent compatibility with polyurethane generates plenty of innovative applications in many different industrial sectors. Aside from the cost reduction a high stiffness at low densities is achieved through the use of Poraver®.Properties:Improvement of stiffness to weight ratiolow density of 300 gk/m3 possible with every low thermal conductivity of 0.08 W/m-Kno change of strength after heat-resistance-test (shortly up to 250°C)no extension of the panelsopen porous, breathablehumidity resistanthigh compressive strengthhigh screw withdrawal resistanceAdvanced board properties achievable in combination with:glass fiber matsgrid textilessilicone plastersfire retarding agentsfaçade protection coatingInformation provided by Poraver®",English
ed57fff7a2ec41c38b11a3c5e95f18b2,AISI 1020 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,Stitching FiberStitching Thread: Texturized PolyesterStitch DTex: 78Stitch Gauge: 6.0 ggStitch Length: 2.12 mmStitch Type: PillarStitch Weight: 9 gsmInformation provided by Hexcel Corporation.,
f1f3d99cde3144acab7ea4cba63eec36,Ammonium Peroxydisulfate,Ceramic,Metric,,,,,,³,,,,,,,228.204g/mol,,,,,,,,,,,,,Information provided by Chosun Refractories via Korea Institute of Ceramic Engineering and Technology (KICET).,English
bd920bd26bfd4a8e9f647a70cce3f3cd,AISI 1050 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,"Services Offered: Retrofitting of Furnace, Installation of Castables/Bricks/Ceramic Fiber Modules, Castable Laying by Vibrocasting/Guiniting, Turnkey Installation Boiler/Chimney/Heater/Reformer/Rotary Kiln, Heat Curing and Acid Proof LiningIndustry Focuses: Steel, Sponge, Rolling Mills, Coke Oven, Ferrous Foundries, Non-Ferrous, Cement, Petro Chemical, Mineral Processing, Sugar / Paper Mills and Chemical PlantsInformation provided by Sharadaa Ceramics Pvt. Ltd.",English
2d584017c2254d288817e0568f75eafa,Pyrotek MCX-40 Insulating Board,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afa0cbdda4044a138d47e229b1068c2a,Chosun Refractories SF31S Hard Fireclay brick,Ceramic,Metric,2.17g/cc,13 %,Metric,4.20-°C@Temperature 1000 °C,"-0.200 - 0.20 %@Temperature 1350 °C,Time 7200 sec",Metric,28 %,1.3 %,"Anti-abrasion, Anti-spalling, Anti-corrosion",31,,,,,,,,,,,,,,,,,
e6d37187e5574adf96d7e12d2764641d,Morgan Advanced Ceramics WDS® Flexipor® Porextherm,Ceramic;Oxide;Silicon Oxide,Metric,,,Metric,,"0.60 %@Treatment Temp. 1000 °C,Time 43200 sec",Metric,,,,,0.0101-³,,,5.0 %,50 %,white,,,,,,,,,,,
9a555708e13c4e6eae8537442e96c5ce,Nabaltec NABALOX® NO 205-71 Polishing Alumina,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed4eae9bea5b47a5bc8231df182fc9bd,Schott N-SF1 Glass,Ceramic;Glass,Metric,,,Metric,9.10-°C@Temperature -30.0 - 70.0 °C,,,,,,,³,,,,,,English,1.0,1.0,0.00,540,,0.25,36.0GPa,660°C,Metric,1.71736@Wavelength 587.6 nm
4288c4f80e77437893b26c4a56a98171,Commercial Construction Brick,Ceramic;Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b7ff26314bc4ffbb8ce8bce2cb8df09,CIMBAR CIMTUFF® 9103s Talc,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c17963a357d4800a2d4438f43e932d0,H.C. Starck Amperit® 703.1 Chromium Oxide (Cr2O3) 99.5%,Ceramic;Oxide,Metric,,,,,,Metric,,<= 0.050 %,,,,,,,<= 0.10 %,,,,,,,,,,,,
4309bde6fad14c3ca44197802e3b9a71,Du-Co Ceramics DC-200-L-5 Fosterite,Ceramic;Oxide;Magnesium Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d93303b112d47659bae8b791e2713c7,CeramTec Sonox® P53 Piezoceramic,Ceramic;Oxide;Piezoelectric,Metric,,,,,,,,,,,³,,,,,,,,,,,,,,,,
02f1b65c60194767877efffad5a2addd,AISI M1017 Merchant Quality Carbon Steel,Metal;Ferrous Metal;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc7a6fadae9b455ca8cb2398bcf81ca7,BNZ Materials BNZP-23L Insulating Firebrick (French Grade),Ceramic;Oxide;Aluminum Oxide,Metric,0.594g/cc,Metric,6.30-°C@Temperature 20.0 - 1000 °C,0.150W/m-K@Temperature 200 °C,1250°C,"0.50 %@Temperature 1250 °C,Time 43200 sec",0.5,,,,,,,,,,,,,,,,,,,,
264987b4da7246cfab6dbb250efdfa76,American Elements Magnesium Oxide Nanopowder,Ceramic;Oxide;Magnesium Oxide,Metric,3.60g/cc,,,,,,,0.0050-0.10µm,25-50m²/g,40.3g/mol,2830°C,3600°C,Black,,,,,,,,,,,,,,
f54c5e52fd654befb498ccb5e8527757,PPT FP110 Fully Sintered Ferrite Powder,Ceramic;Oxide,Metric,,,,,,,,50-200µm,,,,,,English,1e+10ohm-cm,,,,,,,,,,,,
52ca0dbb6c9d456a9d9327620bb930c7,AISI 4150 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88a59d689c524ed19331b1b7ef17fc70,Morgan Advanced Ceramics Superwool® Blanket Plus Thermal Ceramic,Ceramic;Oxide,Metric,0.0640g/cc,Metric,,0.0400W/m-K@Temperature 200 °C,,"1.0 %@Temperature 1200 °C,Time 86400 sec",,,,,,,,,,,0.0300MPa,Metric,<= 1.0 %,62 - 68 %,1200,,,,,,
f0a7adf418054710a687f1364cbbfb2d,AISI 4419 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01608faab5a94d15a746cecc1cc0bf13,Morgan Advanced Ceramics Vitox® AMC Alumina Matrix Composite Aluminum Oxide Ceramic,Ceramic;Ceramic Matrix Composite;Oxide;Aluminum Oxide,Metric,4.26g/cc,Metric,,,,,,,,,,,,,,,,Metric,,,,0.16µm,17@Load 1.00 kg,17@Load 2.20 lb,,99.9 %,
d5670187e40947908b4a4e8ce19c7931,AISI 4620 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edecc0657d1e4fe6aed40210f5ad0e90,Nabaltec NABALOX® NO 221-40 Alumina,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,Metric,,Metric,,19.0-30.0W/m-K@Temperature 1400 - 1700 °C,,,,40.0µm,75.0m²/g,,,,,,,,,Metric,,0.0400 %,,,,,,<= 5.00 %,50.0 %
010b3078aafd4680bf075b526097cd81,AISI 4620 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52fe9e08f439479c8735123eabdd8793,American Elements Gadolinium Oxide Nanopowder,Ceramic;Oxide,Metric,7.10g/cc,362.5g/mol,White,Slightly hygroscopic,,,,,,,,,,,,,,,,,,,,,,,
818fcb5511c14a5296b34248b9bb487e,Corning Polarcor™ Glass Polarizer,Ceramic;Glass;Optical,Metric,2.412g/cc,,,,5.91mil,English,480,,0.21,3.61-°F,,,English,1.5051@Wavelength 1550 nm,57.6,>= 90.5 %@Wavelength 1510 - 1590 nm,<= 0.0025,">100,000:1",1510 - 1590,,,,,,,,
cec13d12837f4137b82e72955a5af022,Ceradyne Ceralloy® 225 Titanium Diboride,Ceramic;Boride,Metric,4.50g/cc,,,,,English,,,0.22,4.56-°F@Temperature 68.0 -,,,,,,,,,,2100,@Temperature,-in½,,Metric,>98.5,,
e7af3476de8148b08e217f5fbe18ec16,Imerys PLM 3 Ground Mica,Ceramic;Oxide;Aluminum Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab8861bf09964bcf81b0285e5540aae5,Pyrotek AF-8 Mineral Fiber Paper,Ceramic;Oxide;Silicon Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a8b55f5329b41d7a6a96241352ec48b,Hexcel® HiMax™ FGE384-UHD [GE,Ceramic;Glass;Glass Fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,18 gg,18 gg
1669c80b47fd48edbd36c153b5f2d9e3,Chosun Refractories HSC-17 Dense and High-Strength Castable,Ceramic;Oxide;Aluminum Oxide,,,,,,,English,,,,,,,,,,,,,,,,,,,,,
4f36c7ae35244658a4f6889b27ecb222,Morgan Advanced Ceramics Incronibsi™ Mac-Incronibsi™7-WM Braze Alloy,Metal;Nonferrous Metal;Nickel Alloy;Solder/Braze Alloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a065b4340b34026aba52fd125914f74,Dolomite (Ca,Ceramic,Metric,2.50-2.85g/cc,,,,,English,,5800-,,4.28-°F@Temperature -4.00 -,,20.1-,,,,,,,,,,,,,,,
efdcaa259e52440dab3dd10825d00522,AISI 4815 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac6057ba8c1a4ad39268296c4d8d5a82,Morgan Advanced Ceramics Kaolite® LI Monolithics 2500-LI Thermal Ceramic,Ceramic;Oxide,Metric,1.041-1.218g/cc@Temperature 816 °C,Metric,Metric,0.250W/m-K@Temperature 260 °C,<=1371°C,"0.00 - 0.20 %@Treatment Temp. 104 °C,Time 86400 sec",Metric,38 - 47 %,12.0Month,Metric,44 %,0.90 %,1.0 %,36 %,1.4 %,31,,,,,,,,,,,
ca76430010ed4fbdbde35942052acf47,Morgan Advanced Ceramics Insulating Firebricks JM 23 Thermal Ceramic,Ceramic;Oxide,Metric,0.480g/cc@Temperature 23.0 °C,Metric,Metric,0.120W/m-K@Temperature 400 °C,,0.20 %@Time 86400 sec,,,,Metric,37 %,0.70 %,,44.4 %,1.2 %,,"0.10 %@Temperature 1100 °C,Time 5400 sec",1260,,,,,,,,,
b656178871d3437a8b3c1f3ec2b51375,AISI 4140 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Medium Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5efc9efe6c644bfc8bf466381c3fa973,AISI 4118 Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a7dbfff561f450181f63fd8388bfc35,H.C. Starck Amperit® 587.09 Chromium Carbide-Nickel Chromium (Cr3C2-NiCr),Ceramic;Carbide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21bc72229925455db41e3cea6bb7625a,AISI 1095 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172494c3c29f48a79e451357acd1708d,MarkeTech Aluminum Oxide Ceramic - Alumina 98%,Ceramic;Oxide;Aluminum Oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ee1a52526744ea6882603da7f1148c8,Morgan Advanced Ceramics Hilox™ 965 94-96% Alumina,Ceramic;Oxide;Aluminum Oxide,Metric,3.67-3.88g/cc,Metric,Metric,20.0-25.6W/m-K@Temperature 20.0 °C,1100-1620°C,,,,,Metric,94 - 96 %,,,,,,,,0.00 %,2.8-6.0µm,78 - 84,12500 - 14600,325-336GPa@Temperature 20.0 °C,47100-@Temperature,4.10--in½,1.00e+8-4.60e+,9.04 - 9.2@Frequency 1e+9 Hz
